filename,genre,mood,energy,valence,arousal,color_temperature,complexity,motion_speed,style,brightness,label_source
ANNA - Phase Two  [Drumcode].mp3,unknown,neutral,1.0,0.401,0.658,0.314,0.568,0.788,lorenz,0.226,bootstrap
Abstract Division - Floating Point (Delta Funktionen Remix).mp3,unknown,energetic,1.0,0.679,0.637,0.41,0.578,0.788,lorenz,0.14,bootstrap
Abstract Division - Floating Point (Original Mix).mp3,unknown,aggressive,1.0,0.384,0.641,0.271,0.559,0.788,lorenz,0.158,bootstrap
Alborythme - Come Back To Me.mp3,unknown,calm,1.0,0.62,0.56,0.352,0.53,0.699,chladni,0.084,bootstrap
Alfredo Mazzilli - Controlling (Original Mix) [Planet Rhythm].mp3,unknown,aggressive,1.0,0.39,0.654,0.259,0.56,0.817,lorenz,0.128,bootstrap
AnD - On The Fucking Edge (Original Mix).mp3,unknown,neutral,0.653,0.432,0.633,0.471,1.0,0.675,thomas,0.511,bootstrap
Ancient Methods - Knights & Bishops.mp3,unknown,neutral,1.0,0.409,0.666,0.334,0.627,0.788,lorenz,0.258,bootstrap
Angelov - Invedi (Original Mix).mp3,unknown,neutral,0.377,0.558,0.386,0.382,0.456,0.451,chladni,0.207,bootstrap
Angelov - Retrida.mp3,unknown,melancholic,0.327,0.27,0.387,0.281,0.574,0.426,chladni,0.293,bootstrap
Animistic Beliefs - An Eye for A.I. (Mixed).mp3,unknown,neutral,1.0,0.488,0.765,0.437,0.877,0.883,lorenz,0.386,bootstrap
Antigone and Rodhad - 1807021.mp3,unknown,neutral,1.0,0.418,0.682,0.329,0.712,0.817,lorenz,0.241,bootstrap
Artbat - Element .mp3,unknown,calm,0.438,0.692,0.565,0.532,0.808,0.642,chladni,0.373,bootstrap
B1 Public Energy - P.A..mp3,unknown,neutral,0.634,0.552,0.772,0.658,1.0,0.785,aizawa,0.764,bootstrap
BIRI - Sun Cure [Non Series].mp3,unknown,energetic,1.0,0.75,0.743,0.406,0.556,0.968,lorenz,0.062,bootstrap
BLANKA (ES) - La Buena Suerte (Original Mix).mp3,unknown,neutral,1.0,0.268,0.476,0.229,0.624,0.541,chladni,0.19,bootstrap
Barker & Baumecker - Cipher ss.mp3,unknown,neutral,0.481,0.567,0.421,0.336,0.398,0.529,chladni,0.105,bootstrap
Bidoben - Sans Soleil (Original Mix).mp3,unknown,neutral,1.0,0.411,0.681,0.28,0.587,0.848,lorenz,0.149,bootstrap
Binaryh - Apus [Hiato Music].mp3,unknown,neutral,1.0,0.346,0.598,0.202,0.58,0.762,chladni,0.059,bootstrap
Blackmass Plastics - Holy Handgrenade (Mixed).mp3,unknown,energetic,1.0,0.719,0.652,0.633,1.0,0.664,thomas,0.547,bootstrap
Boston 168 - Oblivion.mp3,unknown,neutral,0.199,0.296,0.42,0.237,0.392,0.523,chladni,0.178,bootstrap
Cadency - In Your Mind.mp3,unknown,aggressive,1.0,0.388,0.652,0.254,0.595,0.817,lorenz,0.12,bootstrap
"CamelPhat, Yannis, Foals - Hypercolour (Mind Against Remix).mp3",unknown,neutral,1.0,0.411,0.664,0.366,0.587,0.762,lorenz,0.32,bootstrap
Cardao - Mystic Bell (Original Mix).mp3,unknown,aggressive,1.0,0.398,0.625,0.46,0.738,0.635,thomas,0.522,bootstrap
Chlär - Forgot to Dream (Original Mix).mp3,unknown,melancholic,0.587,0.248,0.395,0.237,0.591,0.442,chladni,0.226,bootstrap
Cyan85 - Drama Bass.mp3,unknown,neutral,1.0,0.445,0.672,0.579,1.0,0.635,aizawa,0.713,bootstrap
DAVE CLARKE feat CHICKS ON SPEED - What Was Her Name (OGONEK bootleg Remix).mp3,unknown,aggressive,1.0,0.379,0.603,0.427,0.858,0.621,thomas,0.474,bootstrap
DJ Daddy Trance - My Body Rocks The Rhythm.mp3,unknown,neutral,1.0,0.459,0.695,0.566,1.0,0.681,thomas,0.673,bootstrap
DL-MS- - Halo - 02 _이 기쁨.flac,unknown,neutral,1.0,0.458,0.721,0.428,0.781,0.817,lorenz,0.397,bootstrap
DL-MS- - Halo - 03 IC-1101.flac,unknown,neutral,1.0,0.507,0.77,0.55,1.0,0.817,thomas,0.594,bootstrap
DL-MS- - Halo - 04 Play With Us.flac,unknown,neutral,0.849,0.4,0.623,0.399,0.793,0.687,lorenz,0.397,bootstrap
DL-MS- - Halo - 06 S.I.T.G.flac,unknown,energetic,1.0,0.73,0.688,0.537,0.77,0.788,lorenz,0.345,bootstrap
DYEN - Tell You What I Know (Original mix).mp3,unknown,energetic,1.0,0.727,0.697,0.469,0.67,0.848,lorenz,0.212,bootstrap
Dagga - Inert Hologram 01 Inert Hologram [JPT010].mp3,unknown,neutral,1.0,0.441,0.705,0.386,0.841,0.817,lorenz,0.332,bootstrap
Dagga - Inert Hologram 02 Asfixia [JPT010].mp3,unknown,neutral,1.0,0.351,0.559,0.436,0.994,0.541,dejong,0.521,bootstrap
Dagga - Inert Hologram 03 El Pasajero [JPT010].mp3,unknown,neutral,1.0,0.362,0.587,0.385,0.759,0.621,chladni,0.407,bootstrap
Dagga - Inert Hologram 04 Fields of Data [JPT010].mp3,unknown,neutral,1.0,0.409,0.667,0.334,0.65,0.788,lorenz,0.26,bootstrap
Dagga - Inert Hologram 05 Ahogado [JPT010].mp3,unknown,neutral,1.0,0.36,0.567,0.467,1.0,0.533,dejong,0.574,bootstrap
Dagga X Manao - DXM - Pool Edits Vol.1 - 09 Open Sesame.mp3,unknown,neutral,1.0,0.484,0.754,0.462,0.875,0.848,thomas,0.441,bootstrap
Dagga X Manao - Open Sesame.mp3,unknown,neutral,1.0,0.484,0.754,0.462,0.875,0.848,thomas,0.441,bootstrap
Dagga X Manao - RJ Tool.mp3,unknown,calm,0.698,0.716,0.585,0.762,1.0,0.498,dejong,0.807,bootstrap
Deborah De Luca - Dori Me (intro mix).mp3,unknown,neutral,0.945,0.43,0.677,0.409,0.967,0.761,lorenz,0.389,bootstrap
Demuja - Loose Legs.mp3,unknown,aggressive,1.0,0.395,0.643,0.348,0.773,0.74,lorenz,0.3,bootstrap
Diffuse Reality Records - Bez Obaw.mp3,unknown,energetic,1.0,0.679,0.643,0.382,0.549,0.817,lorenz,0.085,bootstrap
Donato Dozzy - Parola featuring Anna Caragnano (Rework) [Spazio Disponibile].mp3,unknown,neutral,0.433,0.498,0.302,0.385,0.458,0.303,waveform,0.273,bootstrap
Dusty Kid - Psika.mp3,unknown,neutral,0.297,0.33,0.483,0.238,0.437,0.616,chladni,0.147,bootstrap
EMBARGO - EMBARGO - CLUB MIX [1999].mp3,unknown,aggressive,1.0,0.378,0.641,0.227,0.57,0.817,lorenz,0.077,bootstrap
EMS - Synchronaut - 10 - Crack In The Sun.mp3,unknown,energetic,0.913,0.714,0.66,0.502,0.614,0.773,lorenz,0.291,bootstrap
Eduardo De La Calle - Aitareya (Original Mix) [Electropical Record].mp3,unknown,neutral,1.0,0.408,0.665,0.331,0.904,0.788,lorenz,0.254,bootstrap
Ellen Allien - Bowie in Harmony.mp3,unknown,aggressive,1.0,0.369,0.627,0.234,0.549,0.788,lorenz,0.099,bootstrap
Ellen Allien - True Romantics (Hadone Remix).mp3,unknown,neutral,0.935,0.491,0.747,0.505,1.0,0.816,thomas,0.519,bootstrap
Ellen Allien - Xtc.mp3,unknown,neutral,1.0,0.434,0.698,0.369,0.642,0.817,lorenz,0.303,bootstrap
FJAAK - Pal.mp3,unknown,aggressive,1.0,0.394,0.657,0.268,0.549,0.817,lorenz,0.143,bootstrap
Fabio Florido - Timeless (Original Mix).mp3,unknown,neutral,0.458,0.339,0.484,0.403,0.526,0.491,chladni,0.467,bootstrap
Function - Against The Wall.mp3,unknown,aggressive,1.0,0.362,0.62,0.217,0.553,0.788,lorenz,0.072,bootstrap
Function - Binaural.mp3,unknown,aggressive,1.0,0.352,0.605,0.218,0.574,0.762,lorenz,0.084,bootstrap
Function - Burn (original mix).mp3,unknown,neutral,0.226,0.525,0.29,0.525,0.57,0.21,harmonograph,0.526,bootstrap
Function - Disaffected (Original Mix).mp3,unknown,aggressive,1.0,0.372,0.629,0.241,0.536,0.788,lorenz,0.11,bootstrap
Förm - KR012 - 03 Sleeping With Ghosts.wav,unknown,neutral,1.0,0.526,0.796,0.567,0.931,0.848,thomas,0.608,bootstrap
Förm - KR012 - 04 Spooky Scary Skeletons.wav,unknown,neutral,0.046,0.346,0.424,0.498,1.0,0.371,dejong,0.649,bootstrap
Galaxian - Glasgow to Detroit (Mixed).mp3,unknown,neutral,0.946,0.514,0.78,0.523,0.959,0.856,thomas,0.532,bootstrap
Galaxian - Private Tyranny (Mixed).mp3,unknown,aggressive,1.0,0.399,0.632,0.433,0.892,0.664,thomas,0.467,bootstrap
Gegen Dungeon - Chemtrailz (Amuck Remix).mp3,unknown,energetic,1.0,0.735,0.704,0.488,0.598,0.848,lorenz,0.242,bootstrap
Hadone - Hope Reminds Me Of Her.mp3,unknown,neutral,0.487,0.314,0.481,0.243,0.515,0.592,chladni,0.171,bootstrap
Hardfloor - Acperience 1.mp3,unknown,calm,0.812,0.614,0.529,0.349,0.444,0.668,chladni,0.083,bootstrap
How Soon Is Now (Maceo Plex Edit).mp3,unknown,neutral,1.0,0.512,0.764,0.617,0.838,0.762,aizawa,0.721,bootstrap
Hyden - Rhun (Jks Remix) [Smile Sessions].mp3,unknown,energetic,1.0,0.737,0.706,0.494,0.572,0.848,lorenz,0.25,bootstrap
I Hate Models 'Sorrows Of The Moon' 01. Forest Spirits.mp3,unknown,neutral,1.0,0.428,0.691,0.353,0.632,0.817,lorenz,0.278,bootstrap
I Hate Models - Daydream [ARTS020].mp3,unknown,energetic,1.0,0.691,0.655,0.411,0.552,0.817,lorenz,0.132,bootstrap
I-Hate-Models-Sorrows-Of-The-Moon-Original-Mix-Arts.mp3,unknown,neutral,1.0,0.428,0.691,0.353,0.632,0.817,lorenz,0.279,bootstrap
Introversion - force majeure.mp3,unknown,energetic,1.0,0.719,0.682,0.481,0.624,0.817,lorenz,0.242,bootstrap
JKS - Express Yourself.mp3,unknown,neutral,0.497,0.434,0.603,0.538,0.87,0.597,thomas,0.641,bootstrap
Jaquarius - Metamine (Mixed).mp3,unknown,calm,1.0,0.667,0.6,0.503,0.684,0.664,lorenz,0.339,bootstrap
Jay Pei - Dark Horse.mp3,unknown,aggressive,1.0,0.358,0.611,0.233,0.583,0.762,lorenz,0.108,bootstrap
Jon Hopkins - Singularity (ANNA Remix).mp3,unknown,neutral,0.67,0.37,0.562,0.369,0.647,0.623,chladni,0.368,bootstrap
Kaiserdisco - Taipan (Original Mix).mp3,unknown,neutral,1.0,0.425,0.683,0.374,0.696,0.788,lorenz,0.323,bootstrap
Kakoon - Skylight [Alaula Music].mp3,unknown,calm,0.289,0.739,0.55,0.869,1.0,0.407,dejong,1.0,bootstrap
Kangding Ray - De Tomaso Pantera.mp3,unknown,neutral,1.0,0.435,0.698,0.371,0.682,0.817,lorenz,0.306,bootstrap
Karenn - On Request.mp3,unknown,neutral,0.218,0.322,0.428,0.4,0.608,0.426,chladni,0.479,bootstrap
Kawasaki (Original Mix).mp3,unknown,aggressive,1.0,0.392,0.65,0.292,0.603,0.788,lorenz,0.193,bootstrap
Kazuya Nagaya - Thanatos (Dubfire Remix).mp3,unknown,aggressive,1.0,0.373,0.637,0.216,0.539,0.817,lorenz,0.06,bootstrap
Keith Carnal - Rijwiel (Original Mix) - 3A - 129.mp3,unknown,aggressive,1.0,0.36,0.617,0.211,0.54,0.788,lorenz,0.062,bootstrap
Kettama - Body.mp3,unknown,neutral,1.0,0.537,0.794,0.654,1.0,0.788,aizawa,0.77,bootstrap
Kettama - Higher (Steel City Power House).mp3,unknown,neutral,0.718,0.448,0.649,0.544,1.0,0.647,thomas,0.639,bootstrap
Kiko And Gino - Estasi.mp3,unknown,neutral,1.0,0.468,0.721,0.508,1.0,0.762,thomas,0.549,bootstrap
"Klanglos - Nothing Can Save You, Accept Darkness (Original Mix).mp3",unknown,calm,0.349,0.641,0.468,0.574,1.0,0.463,dejong,0.507,bootstrap
Lmajor - Hallucin8 (Original Mix).mp3,unknown,neutral,0.762,0.412,0.604,0.526,1.0,0.58,thomas,0.641,bootstrap
Loek Frey - Arcana.mp3,unknown,melancholic,0.679,0.197,0.348,0.144,0.408,0.416,waveform,0.091,bootstrap
Lucas Sosa (AR) - Lucifer.mp3,unknown,neutral,1.0,0.417,0.687,0.294,0.574,0.848,lorenz,0.171,bootstrap
"Luigi Madonna, Roberto Capuano - Midfield (Original Mix).mp3",unknown,calm,1.0,0.645,0.598,0.35,0.545,0.762,chladni,0.055,bootstrap
MELD - Bolam - Break Yo' Self (MELD002) - 01 Break Yo' Self.mp3,unknown,calm,0.559,0.65,0.525,0.485,0.685,0.596,chladni,0.319,bootstrap
Machino - Ministerio (Mixed).mp3,unknown,neutral,1.0,0.36,0.587,0.366,0.7,0.635,chladni,0.372,bootstrap
Mall Grab - Elegy.mp3,unknown,aggressive,1.0,0.355,0.607,0.225,0.55,0.762,lorenz,0.095,bootstrap
Mall Grab - Positive Energy Forever.mp3,unknown,neutral,0.966,0.262,0.464,0.228,0.692,0.524,chladni,0.194,bootstrap
Mall Grab - Sheer Fuck-Offness.mp3,unknown,neutral,1.0,0.565,0.828,0.695,1.0,0.817,aizawa,0.826,bootstrap
Mall Grab - Strangers - 02 -.mp3,unknown,neutral,0.658,0.34,0.515,0.368,1.0,0.547,chladni,0.397,bootstrap
Mall Grab - Temperature Rising.mp3,unknown,neutral,1.0,0.495,0.758,0.521,0.943,0.817,thomas,0.547,bootstrap
Marcal - Ainozama [www.slider.kz].mp3,unknown,neutral,1.0,0.403,0.666,0.29,0.561,0.817,lorenz,0.178,bootstrap
Marcel Dettmann - Phantom Studies.mp3,unknown,neutral,0.181,0.416,0.156,0.349,0.399,0.11,waveform,0.282,bootstrap
Mark Reeve - Golden (Original Mix) .mp3,unknown,neutral,1.0,0.431,0.689,0.39,0.688,0.788,lorenz,0.349,bootstrap
Melawati - Daliah (Maceo Plex Remix).mp3,unknown,neutral,1.0,0.419,0.677,0.359,0.599,0.788,lorenz,0.299,bootstrap
Michael Klein - Ponzu (Industrialyzer Remix).mp3,unknown,neutral,1.0,0.434,0.698,0.369,0.663,0.817,lorenz,0.305,bootstrap
Michael Klein - Superstition (oliver deutschmann remix).mp3,unknown,energetic,1.0,0.715,0.679,0.471,0.671,0.817,lorenz,0.228,bootstrap
Mike Parker - Living Colossus.mp3,unknown,neutral,1.0,0.514,0.784,0.536,1.0,0.848,thomas,0.559,bootstrap
Minotia - I Hate Models & Anetha T.mp3,unknown,neutral,0.152,0.407,0.137,0.356,0.706,0.076,harmonograph,0.306,bootstrap
Moby - My Only Love (Tale Of Us & Anyma Remix).mp3,unknown,neutral,1.0,0.424,0.677,0.398,0.648,0.762,lorenz,0.371,bootstrap
Moby - Tecie (Mind Against Celestial Mix) - www.djsoundtop.com.mp3,unknown,aggressive,1.0,0.394,0.612,0.5,1.0,0.586,thomas,0.605,bootstrap
Oona Dahl - Godtripper (Patrice Baumel Psychoactive Rework) [Watergate Records].mp3,unknown,aggressive,1.0,0.399,0.651,0.335,0.795,0.762,lorenz,0.271,bootstrap
Patrice Bäumel - Roar (Adana Twins Remix - mixed).mp3,unknown,energetic,1.0,0.725,0.677,0.55,0.741,0.762,lorenz,0.375,bootstrap
Patrick Milaa - Presence of Mind (Original Mix).mp3,unknown,aggressive,1.0,0.387,0.645,0.279,0.558,0.788,lorenz,0.171,bootstrap
Phara - In Dubio (Original Mix)-BeanOfTech.mp3,unknown,aggressive,1.0,0.388,0.652,0.254,0.545,0.817,lorenz,0.119,bootstrap
Phara - In Dubio (Original Mix).mp3,unknown,aggressive,1.0,0.388,0.652,0.254,0.545,0.817,lorenz,0.119,bootstrap
"Pjotr G, Dubiosity - A Man Is No Island (Original Mix) [Planet Rhythm].mp3",unknown,energetic,1.0,0.652,0.61,0.341,0.526,0.788,lorenz,0.031,bootstrap
Planetary Assault Systems - Bang Wap.mp3,unknown,neutral,1.0,0.481,0.744,0.486,0.709,0.817,thomas,0.491,bootstrap
Pleasurekraft - At the Mountains of Madness (Original Mix).mp3,unknown,calm,0.372,0.765,0.597,0.876,1.0,0.474,dejong,0.987,bootstrap
Pryda - Mirage (Original Mix).mp3,unknown,neutral,0.608,0.356,0.536,0.36,0.88,0.592,chladni,0.363,bootstrap
Push - Universal Nation (Bart Skils Remix) - 7A - 127.mp3,unknown,neutral,1.0,0.454,0.711,0.446,0.686,0.788,thomas,0.438,bootstrap
Q.U.A.K.E & Aaron Suiss - Creation of Reality (Original Mix).mp3,unknown,calm,0.592,0.676,0.546,0.59,0.656,0.559,dejong,0.503,bootstrap
RAW - RAW Summer Hits II - Special Edits - 05 JKS - Get Crackin'.mp3,unknown,neutral,1.0,0.322,0.532,0.356,0.696,0.549,chladni,0.39,bootstrap
"Ramiro Lopez, Andres Campo - Pachamama (Coyu Raw Mix).mp3",unknown,energetic,1.0,0.736,0.694,0.551,0.616,0.788,lorenz,0.367,bootstrap
Red Rooms - Sunbeams (Original Mix).mp3,unknown,neutral,1.0,0.331,0.574,0.209,0.545,0.718,chladni,0.086,bootstrap
Reinier Zonneveld - Dance With The Devil (Original Mix).mp3,unknown,neutral,1.0,0.345,0.597,0.199,0.535,0.762,chladni,0.053,bootstrap
Rohar Nerves viers Remix Off173.mp3,unknown,energetic,1.0,0.752,0.716,0.564,0.614,0.817,lorenz,0.376,bootstrap
Roman Flügel - Pattern Four.mp3,unknown,neutral,1.0,0.452,0.716,0.414,0.672,0.817,lorenz,0.376,bootstrap
Rosati - Bloody Cash (Original Mix).mp3,unknown,energetic,1.0,0.724,0.693,0.461,0.63,0.848,lorenz,0.198,bootstrap
Rosati - Inside (Original Mix).mp3,unknown,neutral,1.0,0.518,0.788,0.547,0.938,0.848,thomas,0.576,bootstrap
SHDW & Obscure Shape - Bisswunden (Introversion Version).wav.wav,unknown,energetic,1.0,0.692,0.655,0.413,0.602,0.817,lorenz,0.134,bootstrap
SHXCXCHCXSH - Drain This Lord.mp3,unknown,neutral,0.502,0.525,0.33,0.493,0.951,0.27,harmonograph,0.461,bootstrap
SNTS - Es19.1.mp3,unknown,aggressive,1.0,0.361,0.614,0.241,0.585,0.762,lorenz,0.12,bootstrap
SNTS - Pvrest Absolvtion.mp3,unknown,neutral,1.0,0.453,0.717,0.417,0.662,0.817,lorenz,0.38,bootstrap
Schwefelgelb - Fokus.mp3,unknown,neutral,0.8,0.415,0.633,0.429,1.0,0.688,thomas,0.443,bootstrap
Second Skin - Bare Hands (Original Mix).mp3,unknown,calm,1.0,0.624,0.529,0.533,0.689,0.526,chladni,0.443,bootstrap
Setaoc Mass - Silent Tension.mp3,unknown,calm,1.0,0.623,0.567,0.34,0.55,0.718,chladni,0.057,bootstrap
Shlomo - Burned Hand Emmanuel Remix.mp3,unknown,neutral,0.32,0.567,0.388,0.4,0.325,0.448,chladni,0.234,bootstrap
Shlomo - Vertigo.mp3,unknown,energetic,1.0,0.724,0.681,0.521,0.636,0.788,lorenz,0.318,bootstrap
Si Begg - P1 Tek 2 Neu Anfang.mp3,unknown,aggressive,1.0,0.365,0.623,0.224,0.576,0.788,lorenz,0.084,bootstrap
Sleeparchive - Papercup.mp3,unknown,aggressive,1.0,0.366,0.624,0.227,0.538,0.788,lorenz,0.088,bootstrap
Sleeparchive -Glass.mp3,unknown,energetic,1.0,0.787,0.75,0.65,0.917,0.817,thomas,0.513,bootstrap
Slv (De) - Far From The Madding (Original Mix).mp3,unknown,energetic,0.787,0.678,0.605,0.432,0.604,0.742,lorenz,0.185,bootstrap
So 1992 (Original Mix).mp3,unknown,aggressive,1.0,0.397,0.654,0.304,0.587,0.788,lorenz,0.21,bootstrap
Solee - Impressed (Rework) [Parquet Recordings].mp3,unknown,neutral,1.0,0.345,0.597,0.2,0.536,0.762,chladni,0.055,bootstrap
Stef Mendesidis - Hunt.mp3,unknown,aggressive,1.0,0.389,0.653,0.256,0.605,0.817,lorenz,0.124,bootstrap
Subtopia - The Mob Rules (Umwelt Remix) (Mixed).mp3,unknown,neutral,0.537,0.37,0.541,0.394,0.938,0.585,chladni,0.418,bootstrap
Superintelligence (Clever Mix).mp3,unknown,neutral,0.298,0.555,0.344,0.519,0.716,0.298,harmonograph,0.483,bootstrap
Swart - Death To The Quarantine.mp3,unknown,energetic,1.0,0.813,0.79,0.649,0.827,0.883,thomas,0.486,bootstrap
Terence Fixmer - Aktion Mekanik Theme (44 Version) [ClapCrate.com].mp3,unknown,neutral,1.0,0.461,0.718,0.463,0.828,0.788,thomas,0.466,bootstrap
Terence Fixmer - Body Pressure.mp3,unknown,aggressive,0.871,0.39,0.627,0.309,0.626,0.752,lorenz,0.229,bootstrap
The Advent - High Horse (Original Mix).mp3,unknown,neutral,1.0,0.407,0.664,0.328,0.663,0.788,lorenz,0.249,bootstrap
The Advent - Planting Seeds - 03 Scorched.mp3,unknown,neutral,1.0,0.49,0.79,0.324,0.611,1.0,lorenz,0.158,bootstrap
The Nighttripper - Phuture (Robert Hood Remix).mp3,unknown,energetic,1.0,0.779,0.737,0.66,0.913,0.788,thomas,0.541,bootstrap
This Hmming Raverie.mp3,unknown,energetic,1.0,0.703,0.661,0.469,0.633,0.788,lorenz,0.236,bootstrap
Timo Maas feat. Rottler - Utopie (Murat Uncuoglu Remix).mp3,unknown,aggressive,1.0,0.382,0.634,0.292,0.629,0.762,lorenz,0.202,bootstrap
"Timo Maas, Rottler - Utopie (Original Mix) - www.djsoundtop.com.mp3",unknown,neutral,0.487,0.38,0.53,0.492,1.0,0.506,dejong,0.604,bootstrap
Truncate - First Phase.mp3,unknown,energetic,1.0,0.72,0.683,0.483,0.651,0.817,lorenz,0.246,bootstrap
Turk Turkelton - Pony.mp3,unknown,neutral,1.0,0.476,0.712,0.609,1.0,0.681,aizawa,0.742,bootstrap
Turk Turkelton Karaffe.mp3,unknown,neutral,1.0,0.533,0.802,0.584,1.0,0.848,thomas,0.634,bootstrap
UVB - Mixtion ss.mp3,unknown,neutral,1.0,0.43,0.694,0.359,0.621,0.817,lorenz,0.288,bootstrap
Unbalance - Warehouse Tool 1.mp3,unknown,aggressive,1.0,0.399,0.657,0.31,0.641,0.788,lorenz,0.221,bootstrap
Under Black Helmet - Impulsive Behavior.mp3,unknown,energetic,1.0,0.658,0.616,0.357,0.552,0.788,lorenz,0.056,bootstrap
Unwelt - Endless Blackness.mp3,unknown,melancholic,0.601,0.235,0.365,0.298,0.823,0.35,chladni,0.361,bootstrap
Usaw - Runaway (Original Mix) [Usaw].mp3,unknown,neutral,1.0,0.417,0.686,0.293,0.56,0.848,lorenz,0.17,bootstrap
Virtualmismo - Mismoplastico (Virtual Mix).mp3,unknown,neutral,1.0,0.434,0.692,0.397,0.772,0.788,lorenz,0.36,bootstrap
Vizionn - Bang That Box.mp3,unknown,calm,1.0,0.639,0.572,0.434,0.596,0.664,chladni,0.228,bootstrap
Vladimir Dubyshkin - Pigeon Epilepsy.mp3,unknown,energetic,1.0,0.707,0.67,0.45,0.559,0.817,lorenz,0.194,bootstrap
Vril;Rødhåd - Apophenia.mp3,unknown,energetic,1.0,0.778,0.755,0.562,0.627,0.883,lorenz,0.346,bootstrap
Waterfall.mp3,unknown,neutral,0.864,0.46,0.685,0.542,1.0,0.695,thomas,0.624,bootstrap
Yamaha.mp3,unknown,neutral,0.381,0.549,0.378,0.358,0.354,0.453,chladni,0.168,bootstrap
drfloyd.mp3,unknown,neutral,1.0,0.314,0.522,0.345,0.776,0.541,chladni,0.375,bootstrap
jeff mills - reverting.mp3,unknown,energetic,1.0,0.798,0.761,0.677,0.848,0.817,thomas,0.557,bootstrap
leinaD - FROM SKIMASK 2 FACEMASK EP - 03 leinaD - From Skimask 2 Facemask.mp3,unknown,neutral,1.0,0.28,0.493,0.233,0.729,0.567,chladni,0.186,bootstrap
morganistic - 3 - it makes it.mp3,unknown,aggressive,0.977,0.381,0.64,0.245,0.584,0.805,lorenz,0.109,bootstrap
wehbba-coup_of_doubt-323eb95a.mp3,unknown,neutral,0.578,0.303,0.477,0.239,0.498,0.577,chladni,0.175,bootstrap
